iter	Passed	Remaining
408	4165	2668
409	4179	2660
410	4189	2650
411	4197	2638
412	4206	2627
413	4215	2616
414	4223	2605
415	4230	2593
416	4240	2582
417	4248	2571
418	4258	2561
419	4268	2550
420	4276	2539
421	4284	2528
422	4293	2517
423	4302	2506
424	4313	2496
425	4322	2485
426	4330	2474
427	4339	2463
428	4347	2452
429	4356	2441
430	4365	2431
431	4376	2421
432	4385	2410
433	4394	2399
434	4403	2389
435	4413	2378
436	4421	2367
437	4430	2356
438	4439	2345
439	4448	2335
440	4457	2324
441	4465	2313
442	4474	2302
443	4482	2291
444	4491	2281
445	4499	2270
446	4509	2259
447	4525	2252
448	4535	2242
449	4544	2231
450	4553	2221
451	4563	2211
452	4573	2201
453	4582	2190
454	4590	2179
455	4599	2168
456	4604	2156
457	4612	2145
458	4621	2134
459	4630	2123
460	4639	2113
461	4648	2102
462	4657	2092
463	4670	2083
464	4688	2077
465	4703	2069
466	4727	2065
467	4745	2058
468	4759	2049
469	4772	2040
470	4783	2031
471	4795	2021
472	4805	2011
473	4814	2001
474	4824	1990
475	4834	1980
476	4845	1970
477	4854	1960
478	4862	1949
479	4871	1938
480	4880	1927
481	4891	1918
482	4900	1907
483	4908	1896
484	4918	1886
485	4926	1875
486	4935	1864
487	4944	1854
488	4953	1843
489	4963	1833
490	4973	1823
491	4982	1812
492	4993	1803
493	5003	1792
494	5012	1782
495	5024	1772
496	5035	1762
497	5044	1752
498	5055	1742
499	5065	1732
500	5075	1722
501	5086	1712
502	5097	1702
503	5108	1692
504	5124	1684
505	5138	1675
506	5150	1665
507	5161	1656
508	5173	1646
509	5183	1636
510	5193	1626
511	5202	1615
512	5214	1605
513	5224	1595
514	5233	1585
515	5241	1574
516	5251	1564
517	5260	1553
518	5269	1543
519	5277	1532
520	5286	1522
521	5295	1511
522	5304	1501
523	5313	1490
524	5322	1480
525	5332	1469
526	5343	1460
527	5353	1449
528	5367	1440
529	5377	1430
530	5388	1420
531	5399	1410
532	5414	1401
533	5431	1393
534	5450	1385
535	5467	1377
536	5479	1367
537	5490	1357
